Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
2/24/2023,2/24/2023,2/27/2023,NKLA,NKLA 2/24/2023 Put $2.50,BTC,1,$0.34,-$34.00
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 2/24/2023 Put $202.50,STC,1,$6.24,$623.97
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 2/24/2023 Put $205.00,BTC,1,$8.68,-$868.00
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 3/10/2023 Put $187.50,BTO,1,$7.10,-$710.00
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 3/10/2023 Put $195.00,STO,1,$10.39,"$1,038.96"
2/24/2023,2/24/2023,2/27/2023,NVDA,NVDA 2/24/2023 Put $195.00,STC,7,$0.01,$6.97
2/24/2023,2/24/2023,2/27/2023,NVDA,NVDA 2/24/2023 Put $197.50,BTC,7,$0.03,-$21.00
2/24/2023,2/24/2023,2/27/2023,FIVE,FIVE 2/24/2023 Put $202.50,BTC,1,$0.14,-$14.00
2/24/2023,2/24/2023,2/27/2023,FIVE,FIVE 2/24/2023 Put $200.00,STC,1,$0.06,$5.98
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 2/24/2023 Put $200.00,BTC,1,$4.63,-$463.00
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 3/10/2023 Put $195.00,STO,1,$10.72,"$1,071.96"
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 3/10/2023 Put $190.00,BTO,1,$8.42,-$842.00
2/24/2023,2/24/2023,2/27/2023,TSLA,TSLA 2/24/2023 Put $197.50,STC,1,$2.71,$270.98
2/24/2023,2/24/2023,2/27/2023,NFLX,NFLX 2/24/2023 Put $347.50,OEXCS,1S,,
2/24/2023,2/24/2023,2/28/2023,NFLX,"Netflix
CUSIP: 64110L106
1 NFLX Option Exercised",Sell,100,$347.50,"$34,749.19"
2/23/2023,2/23/2023,2/24/2023,NFLX,NFLX 2/24/2023 Put $350.00,OASGN,1,,
2/23/2023,2/23/2023,2/27/2023,NFLX,"Netflix
CUSIP: 64110L106
1 NFLX Option Assigned",Buy,100,$350.00,"-$35,000.00"
2/23/2023,2/23/2023,2/27/2023,JEPI,"JPMorgan Equity Premium Income
CUSIP: 46641Q332",Buy,1,$54.30,-$54.30
2/22/2023,2/22/2023,2/22/2023,APA,Cash Div: R/D 2023-01-23 P/D 2023-02-22 - 100 shares at 0.25,CDIV,,,$25.00
2/21/2023,2/21/2023,2/22/2023,ZIM,ZIM 3/3/2023 Call $23.50,STO,1,$0.30,$29.98
2/21/2023,2/21/2023,2/21/2023,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
2/21/2023,2/21/2023,2/22/2023,NVDA,NVDA 2/24/2023 Put $195.00,BTO,7,$2.72,"-$1,904.00"
2/21/2023,2/21/2023,2/22/2023,NVDA,NVDA 2/24/2023 Put $197.50,STO,7,$3.28,"$2,295.92"
2/21/2023,2/21/2023,2/21/2023,,"GOOGLE *YouTube g.co/helppay#, CA",CARD,,,-$14.99
2/17/2023,2/17/2023,2/21/2023,TSLL,Option Expiration for TSLL 2/17/2023 Put $6.00,OEXP,1S,,
2/17/2023,2/17/2023,2/21/2023,FTNT,Option Expiration for FTNT 2/17/2023 Put $50.00,OEXP,1,,
2/17/2023,2/17/2023,2/21/2023,TSLL,Option Expiration for TSLL 2/17/2023 Put $7.00,OEXP,1,,
2/17/2023,2/17/2023,2/21/2023,FTNT,Option Expiration for FTNT 2/17/2023 Put $45.00,OEXP,1S,,
2/17/2023,2/17/2023,2/22/2023,ARKQ,"ARK Autonomous Technology & Robotics
CUSIP: 00214Q203",Buy,1,$50.46,-$50.46
2/17/2023,2/17/2023,2/22/2023,ARKG,"ARK Genomic Revolution ETF
CUSIP: 00214Q302",Buy,1,$32.47,-$32.47
2/17/2023,2/17/2023,2/22/2023,ARKF,"ARK Fintech Innovation
CUSIP: 00214Q708",Buy,1,$18.88,-$18.88
2/17/2023,2/17/2023,2/22/2023,ARKW,"ARK Next Generation Internet
CUSIP: 00214Q401",Buy,1,$53.34,-$53.34
2/17/2023,2/17/2023,2/21/2023,SPY,SPY 2/24/2023 Put $400.00,BTO,1,$1.43,-$143.00
2/17/2023,2/17/2023,2/21/2023,SPY,SPY 2/24/2023 Put $405.00,STO,1,$2.90,$289.98
2/17/2023,2/17/2023,2/21/2023,NKLA,NKLA 2/24/2023 Put $2.00,BTO,1,$0.05,-$5.00
2/17/2023,2/17/2023,2/21/2023,NKLA,NKLA 2/24/2023 Put $2.50,STO,1,$0.20,$19.98
2/17/2023,2/17/2023,2/21/2023,NFLX,NFLX 2/24/2023 Put $350.00,STO,1,$7.06,$705.97
2/17/2023,2/17/2023,2/21/2023,NFLX,NFLX 2/24/2023 Put $347.50,BTO,1,$5.83,-$583.00
2/17/2023,2/17/2023,2/21/2023,MSFT,MSFT 2/24/2023 Put $257.50,BTO,2,$3.35,-$670.00
2/17/2023,2/17/2023,2/21/2023,MSFT,MSFT 2/24/2023 Put $260.00,STO,2,$4.65,$929.96
2/17/2023,2/17/2023,2/21/2023,AAPL,AAPL 3/3/2023 Put $152.50,STO,1,$3.58,$357.98
2/17/2023,2/17/2023,2/21/2023,AAPL,AAPL 3/3/2023 Put $150.00,BTO,1,$2.47,-$247.00
2/17/2023,2/17/2023,2/21/2023,FIVE,FIVE 2/24/2023 Put $210.00,BTO,1,$3.25,-$325.00
2/17/2023,2/17/2023,2/21/2023,FIVE,FIVE 2/24/2023 Put $212.50,STO,1,$4.55,$454.97
2/17/2023,2/17/2023,2/21/2023,TSLA,TSLA 2/17/2023 Put $200.00,BTC,1,$1.40,-$140.00
2/17/2023,2/17/2023,2/21/2023,TSLA,TSLA 2/17/2023 Put $197.50,STC,1,$0.63,$62.98
2/16/2023,2/16/2023,2/17/2023,XOM,XOM 2/24/2023 Put $116.00,STO,1,$1.37,$136.98
2/16/2023,2/16/2023,2/17/2023,XOM,XOM 2/24/2023 Put $115.00,BTO,1,$1.01,-$101.00
2/16/2023,2/16/2023,2/17/2023,AMD,AMD 2/24/2023 Put $77.00,BTO,1,$0.37,-$37.00
2/16/2023,2/16/2023,2/17/2023,AMD,AMD 2/24/2023 Put $81.00,STO,1,$1.28,$127.98
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $215.00,BTC,1,$10.15,"-$1,015.00"
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $212.50,STC,1,$8.80,$879.96
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $197.50,BTO,1,$3.04,-$304.00
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $200.00,STO,1,$3.67,$366.98
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $202.50,BTO,1,$3.87,-$387.00
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $205.00,STO,1,$4.65,$464.97
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $210.00,STO,1,$5.80,$579.97
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $207.50,BTO,1,$4.87,-$487.00
2/16/2023,2/16/2023,2/17/2023,FIVE,FIVE 2/24/2023 Put $202.50,STO,1,$1.30,$129.98
2/16/2023,2/16/2023,2/17/2023,FIVE,FIVE 2/24/2023 Put $200.00,BTO,1,$0.90,-$90.00
2/16/2023,2/16/2023,2/17/2023,NFLX,NFLX 2/17/2023 Put $342.50,BTC,1,$0.12,-$12.00
2/16/2023,2/16/2023,2/17/2023,NFLX,NFLX 2/17/2023 Put $340.00,STC,1,$0.07,$6.98
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/17/2023 Put $185.00,STC,1,$0.04,$3.98
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/17/2023 Put $195.00,BTC,1,$0.12,-$12.00
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/17/2023 Put $192.50,BTC,3,$0.10,-$30.00
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/17/2023 Put $190.00,STC,3,$0.07,$20.98
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $215.00,STO,1,$7.57,$756.97
2/16/2023,2/16/2023,2/17/2023,TSLA,TSLA 2/24/2023 Put $212.50,BTO,1,$6.44,-$644.00
2/16/2023,2/16/2023,2/17/2023,AAPL,AAPL 2/24/2023 Put $152.50,BTO,1,$1.02,-$102.00
2/16/2023,2/16/2023,2/17/2023,AAPL,AAPL 2/24/2023 Put $155.00,STO,1,$1.80,$179.98
2/14/2023,2/14/2023,2/15/2023,ZIM,ZIM 2/17/2023 Call $24.00,BTC,1,$0.01,-$1.00
2/14/2023,2/14/2023,2/15/2023,TSLA,TSLA 2/17/2023 Put $185.00,BTO,1,$0.88,-$88.00
2/14/2023,2/14/2023,2/15/2023,TSLA,TSLA 2/17/2023 Put $195.00,STO,1,$2.88,$287.98
2/14/2023,2/14/2023,2/15/2023,TSLA,TSLA 2/17/2023 Put $200.00,STO,1,$4.74,$473.97
2/14/2023,2/14/2023,2/15/2023,TSLA,TSLA 2/17/2023 Put $197.50,BTO,1,$3.71,-$371.00
2/14/2023,2/14/2023,2/15/2023,NVDA,NVDA 2/17/2023 Put $197.50,STC,1,$0.12,$11.98
2/14/2023,2/14/2023,2/15/2023,NVDA,NVDA 2/17/2023 Put $200.00,BTC,1,$0.17,-$17.00
2/14/2023,2/14/2023,2/14/2023,,"PP*GOOGLE OPTIONSTRAT 4029357733, CA",CARD,,,-$14.99
2/13/2023,2/13/2023,2/13/2023,,"PP*GOOGLE NORDVPN 4029357733, CA",CARD,,,-$49.99
2/10/2023,2/10/2023,2/13/2023,UVIX,Option Expiration for UVIX 2/10/2023 Put $16.00,OEXP,1S,,
2/10/2023,2/10/2023,2/13/2023,CS,Option Expiration for CS 2/10/2023 Call $3.50,OEXP,1,,
2/10/2023,2/10/2023,2/13/2023,UVIX,Option Expiration for UVIX 2/10/2023 Put $16.50,OEXP,1,,
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/10/2023 Put $190.00,BTC,2,$0.10,-$20.00
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/10/2023 Put $185.00,STC,2,$0.02,$3.98
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/17/2023 Put $195.00,STC,1,$7.87,$786.97
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/17/2023 Put $197.50,BTC,1,$9.22,-$922.00
2/10/2023,2/10/2023,2/13/2023,NFLX,NFLX 2/10/2023 Put $350.00,STC,1,$0.50,$49.98
2/10/2023,2/10/2023,2/13/2023,NFLX,NFLX 2/10/2023 Put $352.50,BTC,1,$1.55,-$155.00
2/10/2023,2/10/2023,2/13/2023,NFLX,NFLX 2/17/2023 Put $342.50,STO,1,$4.18,$417.98
2/10/2023,2/10/2023,2/13/2023,NFLX,NFLX 2/17/2023 Put $340.00,BTO,1,$3.50,-$350.00
2/10/2023,2/10/2023,2/13/2023,NVDA,NVDA 2/17/2023 Put $197.50,BTO,1,$2.00,-$200.00
2/10/2023,2/10/2023,2/13/2023,NVDA,NVDA 2/17/2023 Put $200.00,STO,1,$2.52,$251.98
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/17/2023 Put $190.00,BTO,3,$5.22,"-$1,566.00"
2/10/2023,2/10/2023,2/13/2023,TSLA,TSLA 2/17/2023 Put $192.50,STO,3,$6.22,"$1,865.94"
2/10/2023,2/10/2023,2/13/2023,ETSY,ETSY 2/10/2023 Put $138.00,STC,1,$3.90,$389.98
2/10/2023,2/10/2023,2/13/2023,ETSY,ETSY 2/10/2023 Put $140.00,BTC,1,$5.80,-$580.00
2/10/2023,2/10/2023,2/14/2023,ARKK,"ARK Innovation ETF
CUSIP: 00214Q104",Buy,1,$39.78,-$39.78
2/9/2023,2/9/2023,2/10/2023,TSLA,TSLA 2/17/2023 Put $195.00,BTO,1,$3.25,-$325.00
2/9/2023,2/9/2023,2/10/2023,TSLA,TSLA 2/17/2023 Put $197.50,STO,1,$3.90,$389.98
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $200.00,STC,1,$1.95,$194.98
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $205.00,BTC,1,$3.98,-$398.00
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $200.00,STC,1,$1.88,$187.98
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $205.00,BTC,1,$3.88,-$388.00
2/9/2023,2/9/2023,2/10/2023,ZIM,ZIM 2/17/2023 Call $24.00,STO,1,$0.29,$28.98
2/9/2023,2/9/2023,2/13/2023,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,46,$22.64,"-$1,041.48"
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $215.00,BTC,1,$9.73,-$973.00
2/9/2023,2/9/2023,2/10/2023,ENPH,ENPH 2/10/2023 Put $212.50,STC,1,$7.75,$774.97
2/9/2023,2/9/2023,2/10/2023,TSLA,TSLA 2/10/2023 Put $172.50,STC,5,$0.04,$19.98
2/9/2023,2/9/2023,2/10/2023,TSLA,TSLA 2/10/2023 Put $175.00,BTC,5,$0.06,-$30.00
2/9/2023,2/9/2023,2/9/2023,,"TMOBILE*PREPD AUTOPY 877-778-2106, WA",CARD,,,-$50.00
2/8/2023,2/8/2023,2/10/2023,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,2,$21.93,-$43.85
2/7/2023,2/7/2023,2/8/2023,PLTR,PLTR 1/19/2024 Call $13.00,STC,1,$0.92,$91.98
2/7/2023,2/7/2023,2/8/2023,PLTR,PLTR 1/19/2024 Call $13.00,BTO,1,$0.95,-$95.00
2/7/2023,2/7/2023,2/7/2023,,"SHEIN.COM SHEIN.COM, DE",CARD,,,-$22.57
2/6/2023,2/6/2023,2/7/2023,ENPH,ENPH 2/10/2023 Put $215.00,STO,1,$8.70,$869.97
2/6/2023,2/6/2023,2/7/2023,ENPH,ENPH 2/10/2023 Put $212.50,BTO,1,$7.75,-$775.00
2/6/2023,2/6/2023,2/8/2023,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,25,$22.51,-$562.85
2/6/2023,2/6/2023,2/7/2023,TSLA,TSLA 2/10/2023 Put $190.00,STO,2,$4.73,$945.96
2/6/2023,2/6/2023,2/7/2023,TSLA,TSLA 2/10/2023 Put $185.00,BTO,2,$3.02,-$604.00
2/6/2023,2/6/2023,2/7/2023,ENPH,ENPH 2/10/2023 Put $200.00,BTO,2,$4.10,-$820.00
2/6/2023,2/6/2023,2/7/2023,ENPH,ENPH 2/10/2023 Put $205.00,STO,2,$5.40,"$1,079.96"
2/6/2023,2/6/2023,2/7/2023,ETSY,ETSY 2/10/2023 Put $138.00,BTO,1,$1.14,-$114.00
2/6/2023,2/6/2023,2/7/2023,ETSY,ETSY 2/10/2023 Put $140.00,STO,1,$1.55,$154.98
2/6/2023,2/6/2023,2/7/2023,NFLX,NFLX 2/10/2023 Put $350.00,BTO,1,$2.35,-$235.00
2/6/2023,2/6/2023,2/7/2023,NFLX,NFLX 2/10/2023 Put $352.50,STO,1,$2.85,$284.98
2/6/2023,2/6/2023,2/7/2023,FTNT,FTNT 2/17/2023 Put $50.00,STO,1,$1.23,$122.98
2/6/2023,2/6/2023,2/7/2023,FTNT,FTNT 2/17/2023 Put $45.00,BTO,1,$0.30,-$30.00
2/3/2023,2/3/2023,2/6/2023,BILI,BILI 2/3/2023 Put $27.00,OEXCS,1S,,
2/3/2023,2/3/2023,2/7/2023,BILI,"Bilibili
CUSIP: 090040106
1 BILI Option Exercised",Sell,100,$27.00,"$2,699.92"
2/3/2023,2/3/2023,2/6/2023,NVDA,Option Expiration for NVDA 2/3/2023 Put $187.50,OEXP,1S,,
2/3/2023,2/3/2023,2/6/2023,TSLA,Option Expiration for TSLA 2/3/2023 Put $170.00,OEXP,5,,
2/3/2023,2/3/2023,2/6/2023,NVDA,Option Expiration for NVDA 2/3/2023 Put $190.00,OEXP,1,,
2/3/2023,2/3/2023,2/6/2023,BILI,BILI 2/3/2023 Put $27.50,OASGN,1,,
2/3/2023,2/3/2023,2/7/2023,BILI,"Bilibili
CUSIP: 090040106
1 BILI Option Assigned",Buy,100,$27.50,"-$2,750.00"
2/3/2023,2/3/2023,2/6/2023,TSLA,Option Expiration for TSLA 2/3/2023 Put $165.00,OEXP,2,,
2/3/2023,2/3/2023,2/6/2023,TSLA,Option Expiration for TSLA 2/3/2023 Put $162.50,OEXP,2S,,
2/3/2023,2/3/2023,2/6/2023,TSLA,Option Expiration for TSLA 2/3/2023 Put $167.50,OEXP,5S,,
2/3/2023,2/3/2023,2/7/2023,ARKK,"ARK Innovation ETF
CUSIP: 00214Q104",Buy,1,$42.82,-$42.82
2/3/2023,2/3/2023,2/7/2023,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,15,$23.40,-$350.99
2/3/2023,2/3/2023,2/6/2023,LCID,LCID 2/3/2023 Put $11.50,STC,5,$0.03,$14.98
2/3/2023,2/3/2023,2/6/2023,LCID,LCID 2/3/2023 Put $12.00,BTC,5,$0.15,-$75.00
2/3/2023,2/3/2023,2/7/2023,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,10,$23.22,-$232.23
2/3/2023,2/3/2023,2/3/2023,,"LINODE . AKAMAI CAMBRIDGE, MA",CARD,,,-$0.08
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/10/2023 Put $172.50,BTO,4,$1.86,-$744.00
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/10/2023 Put $175.00,STO,4,$2.31,$923.96
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/10/2023 Put $172.50,BTO,1,$1.78,-$178.00
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/10/2023 Put $175.00,STO,1,$2.23,$222.98
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/3/2023 Put $167.50,STC,2,$0.07,$13.98
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/3/2023 Put $170.00,BTC,2,$0.09,-$18.00
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/3/2023 Put $157.50,STC,2,$0.02,$3.98
2/2/2023,2/2/2023,2/3/2023,TSLA,TSLA 2/3/2023 Put $160.00,BTC,2,$0.03,-$6.00
2/2/2023,2/2/2023,2/3/2023,UVIX,UVIX 2/10/2023 Put $16.50,STO,1,$1.19,$118.98
2/2/2023,2/2/2023,2/3/2023,UVIX,UVIX 2/10/2023 Put $16.00,BTO,1,$0.91,-$91.00
2/2/2023,2/2/2023,2/2/2023,,Gold Fee,GOLD,,,-$5.00
2/1/2023,2/1/2023,2/3/2023,ARKK,"ARK Innovation ETF
CUSIP: 00214Q104",Buy,1,$39.50,-$39.50
2/1/2023,2/1/2023,2/2/2023,GS,GS 2/17/2023 Call $355.00,BTC,1,$13.93,"-$1,393.00"
2/1/2023,2/1/2023,2/2/2023,GS,GS 2/17/2023 Call $360.00,STC,1,$10.50,"$1,049.96"
1/30/2023,1/30/2023,1/30/2023,,"INVESTORS BUSINESS DAI LOS ANGELES, CA",CARD,,,-$9.95
1/30/2023,1/30/2023,1/31/2023,LCID,LCID 2/3/2023 Put $11.50,BTO,2,$1.12,-$224.00
1/30/2023,1/30/2023,1/31/2023,LCID,LCID 2/3/2023 Put $12.00,STO,2,$1.40,$279.98
1/30/2023,1/30/2023,2/1/2023,ARKK,"ARK Innovation ETF
CUSIP: 00214Q104",Buy,1,$39.50,-$39.50
1/30/2023,1/30/2023,1/31/2023,LCID,LCID 2/3/2023 Put $11.50,BTO,3,$1.05,-$315.00
1/30/2023,1/30/2023,1/31/2023,LCID,LCID 2/3/2023 Put $12.00,STO,3,$1.35,$404.98
1/30/2023,1/30/2023,1/31/2023,TSLA,TSLA 2/3/2023 Put $162.50,BTO,2,$2.80,-$560.00
1/30/2023,1/30/2023,1/31/2023,TSLA,TSLA 2/3/2023 Put $165.00,STO,2,$3.47,$693.97
1/30/2023,1/30/2023,1/31/2023,TSLA,TSLA 2/3/2023 Put $167.50,BTO,7,$4.16,"-$2,912.00"
1/30/2023,1/30/2023,1/31/2023,TSLA,TSLA 2/3/2023 Put $170.00,STO,7,$5.06,"$3,541.89"
1/30/2023,1/30/2023,1/31/2023,GS,GS 2/17/2023 Call $355.00,STO,1,$7.43,$742.97
1/30/2023,1/30/2023,1/31/2023,GS,GS 2/17/2023 Call $360.00,BTO,1,$5.03,-$503.00
1/30/2023,1/30/2023,1/31/2023,NVDA,NVDA 2/3/2023 Put $187.50,BTO,1,$1.94,-$194.00
1/30/2023,1/30/2023,1/31/2023,NVDA,NVDA 2/3/2023 Put $190.00,STO,1,$2.47,$246.98
1/27/2023,1/27/2023,1/30/2023,TSLA,Option Expiration for TSLA 1/27/2023 Put $139.00,OEXP,5S,,
1/27/2023,1/27/2023,1/30/2023,W,Option Expiration for W 1/27/2023 Put $52.00,OEXP,1S,,
1/27/2023,1/27/2023,1/30/2023,PLTR,PLTR 1/27/2023 Call $7.00,OASGN,1,,
1/27/2023,1/27/2023,1/31/2023,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Sell,100,$7.00,$699.97
1/27/2023,1/27/2023,1/30/2023,MSFT,Option Expiration for MSFT 1/27/2023 Put $230.00,OEXP,2,,
1/27/2023,1/27/2023,1/30/2023,RTX,Option Expiration for RTX 1/27/2023 Put $93.00,OEXP,1S,,
1/27/2023,1/27/2023,1/30/2023,TLRY,TLRY 1/27/2023 Call $3.00,OASGN,1,,
1/27/2023,1/27/2023,1/30/2023,TSLA,Option Expiration for TSLA 1/27/2023 Put $123.00,OEXP,1S,,
1/27/2023,1/27/2023,1/30/2023,TSLA,Option Expiration for TSLA 1/27/2023 Put $126.00,OEXP,1,,
1/27/2023,1/27/2023,1/30/2023,W,Option Expiration for W 1/27/2023 Put $53.00,OEXP,1,,
1/27/2023,1/27/2023,1/30/2023,MSFT,Option Expiration for MSFT 1/27/2023 Put $227.50,OEXP,2S,,
1/27/2023,1/27/2023,1/30/2023,RTX,Option Expiration for RTX 1/27/2023 Put $96.00,OEXP,1,,
1/27/2023,1/27/2023,1/31/2023,TLRY,"Tilray Brands
CUSIP: 88688T100
1 TLRY Option Assigned",Sell,100,$3.00,$299.99
1/27/2023,1/27/2023,1/30/2023,TSLA,Option Expiration for TSLA 1/27/2023 Put $140.00,OEXP,5,,
1/27/2023,1/27/2023,1/30/2023,BILI,BILI 2/3/2023 Put $27.50,STO,1,$0.98,$97.98
1/27/2023,1/27/2023,1/30/2023,BILI,BILI 2/3/2023 Put $27.00,BTO,1,$0.77,-$77.00
1/27/2023,1/27/2023,1/30/2023,TSLA,TSLA 2/3/2023 Put $157.50,BTO,2,$1.98,-$396.00
1/27/2023,1/27/2023,1/30/2023,TSLA,TSLA 2/3/2023 Put $160.00,STO,2,$2.49,$497.97
1/26/2023,1/26/2023,1/27/2023,CS,CS 2/10/2023 Call $3.50,STO,1,$0.15,$14.98
1/26/2023,1/26/2023,1/27/2023,AMZN,AMZN 1/27/2023 Put $95.00,BTC,5,$0.26,-$130.00
1/26/2023,1/26/2023,1/27/2023,AMZN,AMZN 1/27/2023 Put $94.00,STC,5,$0.12,$59.98
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $140.00,STO,1,$4.13,$412.98
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $139.00,BTO,1,$3.75,-$375.00
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $140.00,STO,1,$4.06,$405.98
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $139.00,BTO,1,$3.68,-$368.00
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $140.00,STO,3,$4.08,"$1,223.96"
1/25/2023,1/25/2023,1/26/2023,TSLA,TSLA 1/27/2023 Put $139.00,BTO,3,$3.70,"-$1,110.00"
1/25/2023,1/25/2023,1/26/2023,TSLL,TSLL 2/17/2023 Put $6.00,BTO,1,$0.29,-$29.00
1/25/2023,1/25/2023,1/26/2023,TSLL,TSLL 2/17/2023 Put $7.00,STO,1,$0.61,$60.98
1/24/2023,1/24/2023,1/25/2023,RTX,RTX 1/27/2023 Put $93.00,BTO,1,$0.06,-$6.00
1/24/2023,1/24/2023,1/25/2023,RTX,RTX 1/27/2023 Put $96.00,STO,1,$0.31,$30.98
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $138.00,STC,5,$0.57,$284.98
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $139.00,BTC,5,$0.78,-$390.00
1/23/2023,1/23/2023,1/24/2023,AMZN,AMZN 1/27/2023 Put $95.00,STO,4,$0.94,$375.98
1/23/2023,1/23/2023,1/24/2023,AMZN,AMZN 1/27/2023 Put $95.00,STO,1,$0.95,$94.98
1/23/2023,1/23/2023,1/24/2023,AMZN,AMZN 1/27/2023 Put $94.00,BTO,1,$0.69,-$69.00
1/23/2023,1/23/2023,1/24/2023,AMZN,AMZN 1/27/2023 Put $94.00,BTO,4,$0.69,-$276.00
1/23/2023,1/23/2023,1/24/2023,MSFT,MSFT 1/27/2023 Put $227.50,BTO,2,$1.31,-$262.00
1/23/2023,1/23/2023,1/24/2023,MSFT,MSFT 1/27/2023 Put $230.00,STO,2,$1.72,$343.98
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $138.00,BTO,1,$0.93,-$93.00
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $138.00,BTO,4,$0.93,-$372.00
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $139.00,STO,1,$1.23,$122.98
1/23/2023,1/23/2023,1/24/2023,AAPL,AAPL 1/27/2023 Put $139.00,STO,4,$1.23,$491.97
1/23/2023,1/23/2023,1/24/2023,NVDA,NVDA 1/27/2023 Put $175.00,BTC,1,$0.91,-$91.00
1/23/2023,1/23/2023,1/24/2023,NVDA,NVDA 1/27/2023 Put $172.50,STC,1,$0.61,$60.98
1/23/2023,1/23/2023,1/24/2023,W,W 1/27/2023 Put $53.00,STO,1,$1.04,$103.98
1/23/2023,1/23/2023,1/24/2023,W,W 1/27/2023 Put $52.00,BTO,1,$0.81,-$81.00
1/23/2023,1/23/2023,1/24/2023,NVDA,NVDA 1/27/2023 Put $172.50,BTO,1,$0.81,-$81.00
1/23/2023,1/23/2023,1/24/2023,NVDA,NVDA 1/27/2023 Put $175.00,STO,1,$1.17,$116.98
1/23/2023,1/23/2023,1/24/2023,TSLA,TSLA 1/27/2023 Put $123.00,BTO,1,$1.40,-$140.00
1/23/2023,1/23/2023,1/24/2023,TSLA,TSLA 1/27/2023 Put $126.00,STO,1,$1.95,$194.98
1/23/2023,1/23/2023,1/24/2023,PLTR,PLTR 1/27/2023 Call $7.00,STO,1,$0.20,$19.98
1/23/2023,1/23/2023,1/24/2023,TLRY,TLRY 1/27/2023 Call $3.00,STO,1,$0.19,$18.98
1/23/2023,1/23/2023,1/23/2023,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
1/20/2023,1/20/2023,1/23/2023,TLRY,TLRY 1/20/2023 Put $3.50,OASGN,1,,
